LOAN,MORTDUE,VALUE
8500,53459.0,62678.0
8500,77954.0,82965.0
8500,20959.0,62956.0
8500,58327.0,75044.0
8500,79484.0,87893.0
8500,73208.0,88588.0
8600,38646.0,54073.0
8600,42380.0,60733.0
8600,36933.0,42289.0
8600,78579.0,93697.0
8600,58846.0,72733.0
8600,57727.0,70828.0
8600,22960.0,80874.0
8600,75464.0,84263.0
8600,42226.0,50386.0
8600,45960.0,57473.0
8600,76703.0,100862.0
8600,44992.0,66403.0
8600,14762.0,66271.0
8600,66366.0,75957.0
8600,124810.0,176581.0
8700,46489.0,63573.0
8700,57254.0,86883.0
8700,54283.0,58563.0
8700,58007.0,73069.0
8700,54768.0,87268.0
8700,60237.0,69891.0
8700,77377.0,97070.0
8700,30716.0,84778.0
8700,78817.0,115527.0
8700,57141.0,70244.0
8700,79062.0,98038.0
8700,43759.0,50070.0
8700,93759.0,119459.0
8700,62400.0,81315.0
8700,77930.0,80164.0
8700,58060.0,65605.0
8700,51033.0,58513.0
8700,68186.0,82518.0
8700,76510.0,108130.0
8800,51740.0,60852.0
8800,135899.0,202788.0
8800,26607.0,39710.0
8800,78953.0,93018.0
8800,33395.0,51057.0
8800,32169.0,37533.0
8800,56963.0,70607.0
8800,74562.0,89695.0
8800,55990.0,89673.0
8900,80334.0,87448.0
8900,75441.0,116950.0
8900,111493.0,133191.0
8900,58503.0,74706.0
8900,62733.0,77741.0
8900,58839.0,81223.0
8900,64343.0,84013.0
8900,133847.0,157399.0
8900,147801.0,157335.0
8900,77261.0,96434.0
9000,50513.0,61190.0
9000,75453.0,100646.0
9000,81248.0,92503.0
9000,90969.0,108606.0
9000,79259.0,84322.0
9000,56162.0,75526.0
9000,51091.0,68264.0
9000,52311.0,68994.0
9000,8221.0,38290.0
9000,56930.0,67557.0
9000,52257.0,58275.0
9000,41153.0,51841.0
9000,31896.0,46195.0
9000,56226.0,67466.0
9000,131108.0,199295.0
9000,55367.0,79819.0
9000,53177.0,56782.0
9100,80719.0,86782.0
9100,50606.0,58822.0
9100,17218.0,36721.0
9100,43249.0,52946.0
9100,28550.0,40300.0
9100,24721.0,34462.0
9100,62976.0,77829.0
9100,46406.0,56134.0
9100,53764.0,56429.0
9100,78210.0,86558.0
9100,59430.0,76897.0
9100,47756.0,84022.0
9200,92395.0,114494.0
9200,55643.0,75267.0
9200,19756.0,26140.0
9200,72859.0,88183.0
9200,52531.0,66491.0
9200,57375.0,69040.0
9200,48130.0,62358.0
9300,79724.0,105493.0
9300,73252.0,100537.0
9300,75425.0,109040.0
9300,63566.0,70551.0
9300,79133.0,100033.0
9300,46466.0,57182.0
9300,59617.0,67709.0
9300,39307.0,51680.0
9300,84900.0,105798.0
9300,54088.0,66961.0
9300,38115.0,60493.0
9300,53772.0,71497.0
9300,106449.0,120066.0
9400,52371.0,55764.0
9400,49484.0,59137.0
9400,57105.0,67061.0
9400,52024.0,89107.0
9400,85448.0,94101.0
9400,81596.0,116738.0
9400,76989.0,88788.0
9400,61185.0,65302.0
9400,109991.0,125146.0
9400,122412.0,178547.0
9400,61213.0,70800.0
9400,53756.0,76077.0
9400,81546.0,119128.0
9400,77715.0,101258.0
9400,51505.0,84178.0
9400,92340.0,125451.0
9400,53244.0,62245.0
9400,77410.0,116693.0
9400,56675.0,66976.0
9400,103973.0,119817.0
9500,36114.0,45654.0
9500,115186.0,131800.0
9500,41541.0,57280.0
9500,28750.0,42408.0
9500,47019.0,59413.0
9500,131394.0,162449.0
9500,55862.0,62965.0
9500,35019.0,52710.0
9500,59494.0,75930.0
9500,54612.0,68759.0
9500,79479.0,88772.0
9600,62405.0,69459.0
9600,45158.0,55455.0
9600,64758.0,63646.0
9600,53277.0,60843.0
9600,70589.0,99384.0
9600,42357.0,99756.0
9600,53196.0,63942.0
9600,56224.0,60260.0
9600,46683.0,61773.0
9600,50655.0,59502.0
9600,45240.0,60136.0
9600,77359.0,101365.0
9600,44553.0,48626.0
9700,75566.0,92066.0
9700,45907.0,57507.0
9700,53527.0,58605.0
9700,98232.0,117321.0
9700,21883.0,67432.0
9700,84933.0,122520.0
9700,39141.0,48905.0
9700,44652.0,63232.0
9700,59633.0,70398.0
9700,63488.0,74374.0
9700,8852.0,60599.0
9700,32660.0,54536.0
9700,77394.0,86917.0
9800,54564.0,62109.0
9800,15021.0,31900.0
9800,136154.0,203815.0
9800,79405.0,111563.0
9800,74962.0,108730.0
9800,49287.0,69831.0
9800,62826.0,65912.0
9800,49298.0,73426.0
9800,32550.0,52554.0
9800,54681.0,74097.0
9800,53643.0,113161.0
9800,78022.0,103466.0
9800,52973.0,65481.0
9800,55330.0,78154.0
9800,54861.0,71138.0
9800,56188.0,90143.0
9800,63891.0,72980.0
9800,47126.0,57365.0
9800,55539.0,73560.0
9900,60488.0,75507.0
9900,35448.0,58056.0
9900,72674.0,89909.0
9900,88236.0,104953.0
9900,73804.0,97413.0
9900,28432.0,36605.0
9900,8673.0,37244.0
9900,117003.0,219783.0
9900,71371.0,84865.0
9900,55231.0,78708.0
9900,47367.0,114837.0
9900,108155.0,219936.0
9900,74009.0,108371.0
9900,82697.0,100689.0
9900,47865.0,88105.0
9900,26427.0,87134.0
9900,23767.0,39293.0
9900,31244.0,44138.0
9900,59206.0,75690.0
9900,83821.0,124527.0
10000,34350.0,54146.0
10000,68807.0,76581.0
10000,84580.0,118924.0
10000,127319.0,194992.0
10000,48769.0,65328.0
10000,133879.0,157446.0
10000,64375.0,72418.0
10000,114643.0,130127.0
10000,41949.0,51684.0
10100,114590.0,215784.0
10100,45493.0,54605.0
10100,87942.0,106000.0
10100,32608.0,47377.0
10100,66393.0,85605.0
10100,68240.0,84067.0
10100,81263.0,98536.0
10100,137299.0,200339.0
10100,47426.0,68820.0
10100,57881.0,69554.0
10100,73174.0,91101.0
10100,54873.0,73085.0
10100,49683.0,55728.0
10100,55559.0,89231.0
10100,126358.0,180305.0
10100,58446.0,71145.0
10100,63283.0,82912.0
10100,55738.0,73266.0
10100,93085.0,110069.0
10100,154005.0,175684.0
10200,69116.0,105228.0
10200,82630.0,99250.0
10200,55539.0,65357.0
10200,59907.0,71580.0
10200,84196.0,91642.0
10200,77571.0,102732.0
10200,71111.0,80385.0
10200,8907.0,59814.0
10200,78628.0,92090.0
10200,34522.0,43076.0
10200,29581.0,39992.0
10200,16322.0,86505.0
10200,80969.0,100937.0
10200,86400.0,113698.0
10200,65803.0,85155.0
10200,79257.0,105912.0
10300,70147.0,122124.0
10300,54925.0,84078.0
10300,51787.0,86200.0
10300,79243.0,89840.0
10300,46609.0,63812.0
10300,58572.0,75946.0
10300,50714.0,56088.0
10300,65382.0,73817.0
10300,74624.0,96697.0
10300,75483.0,99345.0
10300,45275.0,62724.0
10300,59340.0,84708.0
10300,82889.0,97189.0
10300,56127.0,72294.0
10300,57902.0,74355.0
10300,44941.0,60694.0
10400,63505.0,75811.0
10400,66044.0,83531.0
10400,62442.0,73197.0
10400,56610.0,86831.0
10400,64904.0,76767.0
10400,64336.0,77564.0
10400,37233.0,52320.0
10400,57816.0,82047.0
10400,39821.0,54040.0
10400,78320.0,100017.0
10400,42714.0,72322.0
10400,45710.0,55299.0
10400,11426.0,69294.0
10500,60145.0,63268.0
10500,154434.0,179486.0
10500,64331.0,65040.0
10500,13694.0,87580.0
10500,88829.0,114962.0
10500,53537.0,66674.0
10500,41467.0,58329.0
10500,57880.0,66802.0
10500,63130.0,71387.0
10500,69656.0,88198.0
10500,42003.0,53754.0
10500,76729.0,102287.0
10500,74814.0,98132.0
10500,55267.0,65160.0
10500,34044.0,55784.0
10500,27180.0,86978.0
10600,47701.0,66500.0
10600,80386.0,106526.0
10600,54344.0,92742.0
10600,39061.0,50225.0
10600,61294.0,82646.0
10600,46589.0,64559.0
10600,28264.0,86546.0
10600,44696.0,57686.0
10600,61513.0,73143.0
10600,82365.0,100272.0
10600,62909.0,81411.0
10600,56814.0,66692.0
10600,136820.0,201820.0
10600,50662.0,62491.0
10600,43676.0,61576.0
10600,66590.0,77465.0
10600,46972.0,80147.0
10600,63245.0,82041.0
10600,73844.0,107640.0
10600,83217.0,101359.0
10600,27666.0,56218.0
10600,48018.0,68963.0
10600,56352.0,75277.0
10600,72022.0,82238.0
10600,58701.0,67967.0
10700,85198.0,107044.0
10700,56197.0,79272.0
10700,126751.0,184554.0
10700,48322.0,64383.0
10700,124330.0,176350.0
10700,55341.0,78062.0
10700,55043.0,68609.0
10700,73996.0,92766.0
10700,59588.0,69166.0
10700,67523.0,85560.0
10700,50210.0,64838.0
10700,54091.0,67661.0
10700,147477.0,181050.0
10700,115118.0,124198.0
10700,110789.0,126781.0
10700,67065.0,96171.0
10800,64305.0,107374.0
10800,70214.0,83882.0
10800,49254.0,80527.0
10800,44355.0,57742.0
10800,125732.0,184667.0
10800,80203.0,98731.0
10800,64181.0,70996.0
10800,75378.0,86060.0
10800,67740.0,108135.0
10800,56477.0,94980.0
10800,78898.0,86567.0
10800,59469.0,69834.0
10800,61791.0,78361.0
10800,83441.0,92148.0
10800,49953.0,75322.0
10800,67171.0,82138.0
10800,13365.0,66979.0
10800,42191.0,57224.0
10800,61767.0,72668.0
10900,49406.0,83074.0
10900,22513.0,52355.0
10900,17282.0,70783.0
10900,56793.0,68825.0
10900,51990.0,76918.0
10900,59029.0,76120.0
10900,116030.0,125179.0
10900,45028.0,61014.0
10900,49352.0,56529.0
11000,14046.0,34777.0
11000,88252.0,112567.0
11000,52602.0,61496.0
11000,60513.0,110485.0
11000,76958.0,88607.0
11000,21738.0,86586.0
11000,77929.0,102942.0
11000,89275.0,108653.0
11000,57554.0,68222.0
11000,21780.0,85505.0
11000,63314.0,69285.0
11000,48538.0,63805.0
11000,50716.0,61492.0
11000,77517.0,86214.0
11000,56795.0,70014.0
11000,131949.0,165096.0
11000,54641.0,65705.0
11000,85758.0,108661.0
11000,60123.0,74887.0
11000,43614.0,60831.0
11000,83639.0,98081.0
11000,50178.0,64427.0
11000,77723.0,107245.0
11000,46093.0,60563.0
11000,85008.0,73223.0
11000,92521.0,110704.0
11000,48893.0,113223.0
11100,47689.0,52910.0
11100,79226.0,88112.0
11100,72402.0,86584.0
11100,17430.0,68499.0
11100,82849.0,113913.0
11100,27861.0,47737.0
11100,82329.0,100139.0
11100,80922.0,95105.0
11100,52029.0,71376.0
11100,61856.0,77275.0
11100,53232.0,86703.0
11100,75392.0,89976.0
11100,54496.0,71895.0
11100,56999.0,67427.0
11100,67366.0,102936.0
11100,35782.0,45550.0
11100,148235.0,182053.0
11100,48031.0,107561.0
11100,43167.0,60209.0
11100,50350.0,58837.0
11200,66868.0,107794.0
11200,93649.0,113833.0
11200,29348.0,87351.0
11200,44966.0,55114.0
11200,23181.0,80140.0
11200,68890.0,84059.0
11200,17411.0,86102.0
11200,56842.0,66710.0
11200,56877.0,65125.0
11200,62752.0,73003.0
11200,65508.0,103523.0
11200,153103.0,181849.0
11200,68990.0,81922.0
11200,19496.0,73140.0
11300,57377.0,75038.0
11300,124205.0,196124.0
11300,64437.0,79857.0
11300,61810.0,79817.0
11300,62168.0,80681.0
11300,56651.0,71353.0
11300,46120.0,52911.0
11300,77926.0,89216.0
11300,129489.0,195105.0
11300,54984.0,63958.0
11300,40752.0,53683.0
11300,66814.0,82021.0
11300,16115.0,69113.0
11300,77846.0,101984.0
11300,114392.0,214523.0
11300,62568.0,79009.0
11300,78902.0,100332.0
11300,74783.0,100909.0
11400,75705.0,90727.0
11400,55965.0,78051.0
11400,59813.0,72873.0
11400,125486.0,195284.0
11400,43530.0,56600.0
11400,56789.0,74016.0
11400,51203.0,60716.0
11400,28043.0,87684.0
11400,112930.0,144830.0
11400,64934.0,74875.0
11400,50166.0,61395.0
11400,52068.0,80643.0
11500,56720.0,82738.0
11500,53651.0,87547.0
11500,116430.0,215014.0
11500,43945.0,63337.0
11500,53151.0,71645.0
11500,70409.0,89099.0
11500,61264.0,75647.0
11500,44097.0,58336.0
11500,77143.0,86862.0
11500,64371.0,73636.0
11500,29281.0,37717.0
11500,104610.0,118861.0
11500,59781.0,69864.0
11500,22758.0,36922.0
11600,64143.0,78851.0
11600,92613.0,108515.0
11600,57939.0,69774.0
11600,50433.0,107092.0
11600,89205.0,128462.0
11600,22635.0,33353.0
11600,96882.0,118914.0
11600,64510.0,71105.0
11600,129432.0,198705.0
11600,73079.0,101219.0
11700,42151.0,58947.0
11700,78789.0,91342.0
11700,47072.0,85090.0
11700,95411.0,117927.0
11700,54085.0,68239.0
11700,52650.0,63646.0
11700,59932.0,80313.0
11700,63724.0,82252.0
11700,63914.0,93707.0
11700,74783.0,86227.0
11700,15163.0,74500.0
11700,56441.0,86987.0
11700,78157.0,103016.0
11700,55119.0,67931.0
11700,56990.0,83334.0
11700,101520.0,110617.0
11700,96532.0,107600.0
11800,118053.0,125325.0
11800,52104.0,61618.0
11800,79131.0,102263.0
11800,67678.0,108092.0
11800,21813.0,30436.0
11800,57760.0,65535.0
11800,65062.0,78004.0
11800,67336.0,82218.0
11800,86785.0,125552.0
11800,32257.0,59515.0
11800,65012.0,91614.0
11800,98877.0,110250.0
11900,44142.0,54299.0
11900,56443.0,86913.0
11900,85486.0,109386.0
11900,108763.0,128780.0
11900,56792.0,64130.0
11900,41009.0,68211.0
11900,28329.0,80963.0
11900,34222.0,59948.0
11900,26601.0,52544.0
11900,81849.0,105403.0
11900,29822.0,48574.0
11900,201264.0,227295.0
11900,97506.0,110902.0
11900,89595.0,107895.0
11900,78959.0,104371.0
11900,81318.0,105454.0
12000,84172.0,123415.0
12000,63019.0,74204.0
12000,41182.0,59947.0
12000,57371.0,69076.0
12000,76799.0,83864.0
12000,35028.0,55079.0
12000,7804.0,65395.0
12000,38130.0,68707.0
12000,15756.0,53079.0
12000,69796.0,93757.0
12000,79844.0,98139.0
12000,76345.0,89036.0
12000,35721.0,52938.0
12000,72786.0,84595.0
12000,76674.0,97936.0
12000,36072.0,62960.0
12000,97650.0,115931.0
12000,88210.0,114224.0
12000,84191.0,100654.0
12000,63589.0,75959.0
12000,48189.0,53969.0
12000,98428.0,114820.0
12100,56335.0,86648.0
12100,48622.0,83158.0
12100,58556.0,76724.0
12100,13218.0,82386.0
12100,96439.0,126328.0
12100,44484.0,64398.0
12100,50100.0,66410.0
12100,68941.0,75029.0
12100,50150.0,65565.0
12100,67927.0,94126.0
12100,74594.0,90555.0
12100,83557.0,98881.0
12100,61868.0,66874.0
12100,46152.0,72773.0
12100,97185.0,113004.0
12100,105104.0,144712.0
12100,85121.0,113744.0
12100,18728.0,34443.0
12100,55147.0,72553.0
12100,48149.0,74539.0
12200,61929.0,83102.0
12200,110088.0,137794.0
12200,57785.0,72971.0
12200,67474.0,88473.0
12200,136866.0,162906.0
12200,80336.0,102618.0
12200,206613.0,232176.0
12200,45095.0,64736.0
12200,70722.0,81760.0
12200,199232.0,229929.0
12200,82904.0,125057.0
12200,61302.0,90873.0
12200,27118.0,87982.0
12200,53242.0,70400.0
12200,57112.0,76050.0
12200,90154.0,110479.0
12200,86775.0,111572.0
12300,79838.0,85209.0
12300,89333.0,106107.0
12300,24552.0,48278.0
12300,61253.0,85825.0
12300,48866.0,73023.0
12300,48238.0,66603.0
12300,69499.0,104045.0
12300,60200.0,77079.0
12300,114457.0,144284.0
12300,52622.0,64407.0
12300,152274.0,177940.0
12300,27859.0,48393.0
12300,90006.0,121122.0
12300,81590.0,90050.0
12300,35651.0,59795.0
12300,50441.0,56656.0
12300,102908.0,124217.0
12300,141020.0,157511.0
12300,92573.0,119325.0
12300,68024.0,78800.0
12300,64265.0,90956.0
12400,132894.0,198168.0
12400,80510.0,97548.0
12400,137927.0,160566.0
12400,45604.0,65501.0
12400,26768.0,52411.0
12400,203902.0,234454.0
12400,16375.0,36672.0
12400,49264.0,57923.0
12400,36034.0,62953.0
12400,115902.0,146813.0
12400,115004.0,144760.0
12400,57105.0,74582.0
12400,50573.0,84008.0
12400,24769.0,87665.0
12400,83018.0,96637.0
12500,93538.0,118369.0
12500,37562.0,57081.0
12500,69117.0,101503.0
12500,10035.0,61897.0
12500,83276.0,129116.0
12500,57294.0,66615.0
12500,101047.0,118913.0
12500,56960.0,69014.0
12500,83924.0,100114.0
12500,79900.0,94660.0
12500,50097.0,73846.0
12500,77792.0,100812.0
12500,53354.0,79893.0
12500,66163.0,83727.0
12500,81865.0,101048.0
12500,17659.0,31843.0
12500,55228.0,66569.0
12500,77937.0,89710.0
12500,56791.0,72974.0
12600,71370.0,90316.0
12600,84933.0,110253.0
12600,80612.0,93802.0
12600,83921.0,90876.0
12600,45633.0,77578.0
12600,103946.0,113900.0
12600,125688.0,198602.0
12600,67860.0,103426.0
12600,55415.0,74307.0
12600,58247.0,72189.0
12600,100590.0,138649.0
12600,85335.0,97094.0
12600,83552.0,107186.0
12600,37699.0,59874.0
12600,76002.0,94236.0
12600,49986.0,67896.0
12700,204038.0,230920.0
12700,79448.0,91004.0
12700,149272.0,176467.0
12700,29471.0,48362.0
12700,72760.0,83604.0
12700,79383.0,107590.0
12700,30428.0,47387.0
12700,58293.0,82594.0
12700,27459.0,38577.0
12700,77068.0,98436.0
12700,130867.0,201245.0
12700,61840.0,73541.0
12700,79898.0,101989.0
12700,60122.0,93741.0
12700,72164.0,104220.0
12700,48139.0,64842.0
12700,9038.0,65969.0
12700,59440.0,88690.0
12700,53199.0,82567.0
12700,58606.0,83010.0
12700,107653.0,129752.0
12700,37346.0,53511.0
12800,99160.0,114619.0
12800,66293.0,92423.0
12800,117391.0,210072.0
12800,54546.0,62906.0
12800,49349.0,70078.0
12800,56516.0,78392.0
12800,40932.0,72172.0
12800,100241.0,113073.0
12800,73624.0,103213.0
12800,206527.0,227737.0
12800,54151.0,83828.0
12800,81030.0,100333.0
12800,48437.0,65311.0
12800,76783.0,95007.0
12800,58592.0,87002.0
12800,11986.0,48309.0
12800,46043.0,62531.0
12800,42801.0,51123.0
12800,91040.0,114331.0
12800,71531.0,87256.0
12800,75139.0,105289.0
12800,77318.0,97616.0
12800,85251.0,114023.0
12800,79151.0,110583.0
12800,29100.0,39264.0
12800,81694.0,101680.0
12800,68729.0,90127.0
12900,64245.0,83823.0
12900,39401.0,53758.0
12900,105638.0,112608.0
12900,59191.0,72716.0
12900,29891.0,76571.0
12900,151991.0,179521.0
12900,102905.0,117694.0
12900,92734.0,114285.0
12900,87270.0,97929.0
12900,90646.0,100744.0
12900,67038.0,110955.0
12900,89510.0,102628.0
12900,83886.0,100782.0
12900,31498.0,42695.0
12900,149297.0,177044.0
12900,117900.0,143433.0
12900,55673.0,64582.0
12900,88304.0,122178.0
12900,50636.0,57838.0
12900,52353.0,62740.0
12900,89492.0,110007.0
12900,19688.0,77998.0
12900,70167.0,90812.0
12900,45215.0,66162.0
12900,56957.0,73181.0
12900,56798.0,71364.0
12900,61031.0,71550.0
12900,18106.0,37881.0
13000,15374.0,59309.0
13000,81972.0,102295.0
13000,61509.0,77065.0
13000,80587.0,110064.0
13000,72931.0,96803.0
13000,29461.0,49326.0
13000,78766.0,106450.0
13000,49268.0,72430.0
13000,39386.0,53149.0
13000,67395.0,94355.0
13000,53951.0,70095.0
13000,96172.0,112123.0
13000,88614.0,116994.0
13000,16913.0,48587.0
13000,125969.0,144076.0
13000,26863.0,44218.0
13000,110094.0,145807.0
13000,66014.0,85528.0
13000,61865.0,72045.0
13000,44875.0,57713.0
13000,110097.0,210595.0
13000,80277.0,106799.0
13100,48153.0,70059.0
13100,70878.0,86743.0
13100,74832.0,98616.0
13100,59608.0,72561.0
13100,69259.0,75149.0
13100,64897.0,81598.0
13100,82411.0,103833.0
13100,70368.0,87407.0
13100,50552.0,59889.0
13100,73987.0,106557.0
13100,97287.0,123281.0
13100,59460.0,72387.0
13100,58039.0,68558.0
