LOAN,MORTDUE,VALUE
4900,65873.0,90408.0
4900,25597.0,23031.0
4900,67794.0,84630.0
4900,44000.0,59745.0
4900,,28437.5
4900,170986.0,245300.0
4900,65576.0,65774.0
4900,57461.0,68494.0
4900,,69706.0
5000,,34846.0
5000,47479.0,61690.0
5000,66839.0,87168.0
5000,12457.0,53448.0
5000,90059.0,113714.0
5000,22320.0,34900.0
5000,40000.0,70500.0
5000,100882.0,102700.0
5000,31000.0,47350.0
5000,63125.0,126500.0
5000,100000.0,129693.5
5000,,132000.0
5000,,9100.0
5000,34200.0,50830.0
5000,,71277.0
5000,123000.0,157500.0
5000,16600.0,25250.0
5000,,52000.0
5000,22700.0,34225.0
5000,6000.0,38575.0
5000,,74500.0
5000,,94119.0
5000,73126.0,87500.0
5000,72517.0,86250.0
5000,26037.0,35000.0
5000,39000.0,50340.0
5000,,26550.0
5000,70470.0,77908.0
5000,,36375.0
5000,74225.0,89640.0
5000,,65400.0
5000,,37500.0
5000,78565.0,98500.0
5000,59900.0,80800.0
5000,10171.0,26809.0
5000,78893.0,82600.0
5000,85165.0,107940.0
5000,68000.0,75616.0
5000,71571.0,85100.0
5000,28000.0,36810.0
5000,40000.0,32480.0
5000,81748.0,
5000,44674.0,59375.0
5000,61999.0,75021.3
5000,80153.0,97275.0
5000,68739.0,93435.0
5000,51209.0,55320.0
5000,46696.0,85202.0
5000,,46281.0
5000,66435.0,82819.0
5100,179725.0,251962.0
5100,85583.0,115341.0
5100,72891.0,80691.0
5100,30755.0,46735.0
5100,,26715.0
5100,87258.0,121382.0
5100,,28291.0
5100,9900.0,30451.0
5100,93000.0,116875.0
5100,15500.0,34000.0
5100,129319.0,141875.0
5100,66834.0,87361.0
5100,73882.0,96031.0
5100,74071.0,97064.0
5100,62702.0,79784.0
5200,,36425.0
5200,67000.0,77000.0
5200,43039.0,53521.0
5200,19000.0,26000.0
5200,,9500.0
5200,91250.0,110000.0
5200,16324.0,45187.0
5200,40564.0,39527.0
5300,73698.0,84427.0
5300,66987.0,65111.0
5300,26908.0,36078.0
5300,,49396.0
5300,44993.0,50673.0
5300,51000.0,64000.0
5300,75958.0,91703.0
5300,97132.0,117343.0
5300,60826.0,80826.0
5300,83552.0,96809.0
5300,47449.0,63895.0
5300,50934.0,62957.0
5400,53429.0,64505.0
5400,,65474.0
5400,47844.0,52040.0
5400,45509.0,57453.0
5400,59720.0,63450.0
5400,86922.0,119846.0
5400,68625.0,82304.0
5400,65814.0,85848.0
5400,,75254.0
5400,78300.0,88000.0
5400,48152.0,55760.0
5500,70481.0,82446.0
5500,,35402.0
5500,87765.0,101053.0
5500,52897.0,65054.0
5500,24700.0,35675.0
5500,,43132.0
5500,43486.0,81600.0
5500,21359.0,30000.0
5500,,13770.0
5500,93051.0,115374.0
5500,87438.0,116679.0
5500,78059.0,78179.0
5500,72147.0,69918.0
5500,40584.0,46645.0
5500,,12972.0
5500,37368.0,48502.0
5500,,66251.0
5500,71644.0,72696.0
5500,85845.0,122205.0
5600,53793.0,66379.0
5600,69435.0,83489.0
5600,29648.0,39907.0
5600,76407.0,77485.0
5600,5000.0,66700.0
5600,55160.0,86800.0
5600,41439.0,53893.0
5600,15275.0,47954.0
5700,100934.0,111496.0
5700,,74685.0
5700,49514.0,58249.0
5700,76948.0,85753.0
5700,28127.0,36524.0
5700,,68591.0
5700,26927.0,35461.0
5700,49806.0,82242.0
5700,70000.0,84579.0
5700,58400.0,75000.0
5700,80437.0,109647.0
5700,77213.0,92661.0
5700,62319.0,82923.0
5700,71556.0,79538.0
5700,,39052.0
5700,74172.0,79846.0
5700,28116.0,33450.0
5700,,64910.0
5700,,69172.0
5800,,36385.0
5800,,41119.0
5800,75000.0,90543.0
5800,79296.0,86885.0
5800,27791.0,46833.0
5800,172595.0,250155.0
5800,,34704.0
5800,,73804.0
5800,46595.0,58191.0
5900,,28000.0
5900,70973.0,77989.0
5900,,33100.0
5900,,51189.0
5900,82912.0,91175.0
5900,25972.0,41856.0
5900,74187.0,78976.0
5900,,66903.0
5900,106650.0,
6000,,69492.0
6000,95232.0,115977.0
6000,47625.0,85925.0
6000,24600.0,30500.0
6000,65000.0,94355.0
6000,,
6000,33600.0,
6000,42000.0,58305.0
6000,32446.0,54904.0
6000,9660.0,35900.0
6000,22859.0,32200.0
6000,16878.0,25850.0
6000,72951.0,80000.0
6000,43000.0,57460.0
6000,53500.0,64790.0
6000,69876.0,94394.07
6000,51000.0,86125.0
6000,53227.0,68700.0
6000,,43300.0
6000,14000.0,61493.0
6000,40000.0,54600.0
6000,18793.0,27750.0
6000,179397.0,200000.0
6000,,95500.0
6000,79046.0,103048.0
6000,,53190.0
6000,,43683.0
6000,129731.0,154113.0
6100,48500.0,62500.0
6100,,47400.0
6100,91704.0,114799.0
6100,47604.0,54966.0
6100,,35250.0
6100,62751.0,95617.0
6100,48300.0,53388.0
6100,68743.0,65321.0
6100,79636.0,87276.0
6100,,46830.0
6100,78753.0,95433.0
6100,77265.0,97944.0
6200,75657.0,84368.0
6200,171582.0,245730.0
6200,,33909.0
6200,46601.0,59486.0
6200,60354.0,87596.0
6200,45356.0,82054.0
6200,,41657.0
6200,,
6200,,80078.0
6200,42100.0,57385.0
6200,70793.0,71552.0
6200,73881.0,98550.0
6200,45787.0,64854.0
6200,75121.0,96462.0
6200,,51732.0
6200,133882.0,155222.0
6200,75623.0,89634.0
6200,45564.0,61956.0
6300,99469.0,116260.0
6300,55000.0,69000.0
6300,,72890.0
6300,44226.0,57779.0
6300,,39050.0
6300,78724.0,80355.0
6300,59793.0,98314.0
6300,65875.0,76000.0
6300,45582.0,89005.0
6300,92659.0,117352.0
6300,58052.0,70091.0
6300,49498.0,64296.0
6300,79667.0,96988.0
6300,12476.0,32559.0
6300,69357.0,73726.0
6300,26655.0,29792.0
6400,25144.0,45200.0
6400,99131.0,125652.0
6400,76577.0,83200.0
6400,47251.0,58157.0
6400,53476.0,70157.0
6400,81116.0,86148.0
6400,17491.0,63614.0
6400,65215.0,74332.0
6400,62746.0,75016.0
6400,76732.0,78084.0
6400,70035.0,78635.0
6400,39687.0,51666.0
6400,51436.0,91284.0
6400,44968.0,62747.0
6400,9113.0,46351.0
6400,28041.0,33438.0
6400,57887.0,74776.0
6500,47949.0,53102.0
6500,,37448.0
6500,60054.0,70434.0
6500,80739.0,97630.0
6500,63144.0,76754.0
6500,33639.0,37345.0
6500,78741.0,90599.0
6500,51724.0,87770.0
6500,13600.0,
6500,48000.0,61000.0
6500,65000.0,80400.0
6500,22789.0,35836.0
6500,75113.0,115900.0
6500,55000.0,88300.0
6500,60000.0,70000.0
6500,70300.0,107500.0
6500,96314.0,105800.0
6500,81145.0,117530.0
6500,,70886.0
6500,183860.0,208910.0
6500,58689.0,72557.0
6600,62380.0,89742.0
6600,74376.0,84855.0
6600,,48800.0
6600,68733.0,81973.0
6600,40926.0,50486.0
6600,95450.0,112630.0
6600,,46516.0
6600,98415.0,126636.0
6700,,55396.0
6700,55113.0,56486.0
6700,60301.0,70543.0
6700,,30544.0
6700,49367.0,59609.0
6700,58741.0,68225.0
6700,27510.0,42495.0
6700,,81239.0
6700,69773.0,83014.0
6700,51855.0,58084.0
6700,48430.0,64358.0
6700,29662.0,36195.0
6700,66587.0,70710.0
6700,,20631.0
6700,54161.0,59714.0
6700,134616.0,155034.0
6800,136951.0,160306.0
6800,138691.0,160063.0
6800,49809.0,65074.0
6800,78292.0,86959.0
6800,139578.0,154602.0
6800,57439.0,74816.0
6800,76074.0,88178.0
6800,31000.0,42000.0
6800,45150.0,57150.0
6800,56155.0,57912.0
6800,,27410.0
6800,178559.0,247611.0
6800,,72310.0
6800,71666.0,99913.0
6800,75964.0,88754.0
6900,75880.0,113612.0
6900,70717.0,87466.0
6900,53776.0,51952.0
6900,53328.0,58088.0
6900,5816.0,
6900,57257.0,63752.0
6900,37055.0,83000.0
6900,97662.0,110046.0
6900,49000.0,68280.0
6900,,57067.0
6900,50387.0,68443.0
6900,49932.0,66042.0
6900,51384.0,84689.0
6900,,36191.0
7000,98779.0,124827.0
7000,73873.0,111781.0
7000,74795.0,99149.0
7000,,47462.0
7000,78284.0,98214.0
7000,58128.0,93740.0
7000,81335.0,81018.0
7000,52287.0,87972.0
7000,58339.0,72432.0
7000,46238.0,66842.0
7000,142251.0,157250.0
7000,19894.0,32500.0
7000,27290.0,63500.0
7000,18000.0,46520.0
7000,66000.0,86300.0
7000,46000.0,66660.0
7000,120000.0,175450.0
7000,58843.0,75300.0
7000,7000.0,31200.0
7000,29000.0,49000.0
7000,5768.0,26600.0
7000,56636.0,76353.0
7000,55000.0,63000.0
7000,46225.0,59000.0
7000,53194.0,81150.0
7000,83000.0,97635.0
7000,138841.0,160000.0
7000,38800.0,53500.0
7000,25000.0,49840.0
7000,18000.0,25000.0
7000,74500.0,81600.0
7000,64300.0,119500.0
7000,64255.0,68389.0
7000,,96783.0
7000,129959.0,161301.0
7000,58114.0,93391.0
7000,16047.0,67750.0
7100,39000.0,55000.0
7100,54000.0,74800.0
7100,,74753.0
7100,98490.0,114457.0
7100,54700.0,68500.0
7100,,40185.0
7100,25896.0,33580.0
7100,120176.0,180104.0
7100,58639.0,72412.0
7100,57863.0,70969.0
7100,64850.0,76985.0
7100,53273.0,54378.0
7200,54600.0,65000.0
7200,62329.0,78007.0
7200,57912.0,84806.0
7200,98691.0,115750.0
7200,79946.0,113807.0
7200,36264.0,48240.0
7200,46000.0,67000.0
7200,43705.0,50000.0
7200,,38061.0
7200,15637.0,39660.0
7200,,74610.0
7200,71667.0,117325.0
7200,,76723.0
7200,71509.0,86484.0
7200,22832.0,31666.0
7300,58671.0,87975.0
7300,60890.0,75785.0
7300,28500.0,42050.0
7300,60971.32,77375.0
7300,131000.0,197500.0
7300,55456.0,86766.0
7300,60973.0,79443.0
7300,93428.0,118184.0
7300,49064.0,64225.0
7300,139348.0,205981.0
7400,32832.0,50798.0
7400,75311.0,89905.0
7400,2063.0,100448.0
7400,,44651.0
7400,138033.0,163162.0
7400,88288.0,119677.0
7400,75547.0,93839.0
7400,48924.0,86612.0
7400,73985.0,114849.0
7400,,54138.0
7400,51974.0,59323.0
7400,56596.0,72861.0
7400,71576.0,89068.0
7400,65032.0,83184.0
7400,72739.0,91425.0
7400,82412.0,91326.0
7500,,51610.0
7500,45864.0,57799.0
7500,57340.0,80000.0
7500,47518.0,60252.0
7500,63573.0,80601.0
7500,32070.0,36811.0
7500,44744.0,60518.0
7500,,49804.0
7500,72097.0,69408.0
7500,84479.0,104571.0
7500,88056.0,104794.0
7500,11358.0,36892.0
7500,59000.0,72000.0
7500,,
7500,35945.0,49750.0
7500,18400.0,29375.0
7500,63500.0,86125.0
7500,33600.0,50125.0
7500,57800.0,109600.0
7500,,40150.0
7500,80440.0,72920.0
7500,60000.0,87830.0
7500,126000.0,151380.0
7500,40936.0,50900.0
7500,,26850.0
7500,49100.0,85650.0
7500,,71799.0
7500,39600.0,42000.0
7500,42077.0,91676.0
7500,42721.0,67000.0
7500,,
7500,12115.0,35910.0
7500,67778.0,83368.0
7500,60192.0,76475.0
7500,57213.0,92458.0
7500,50000.0,80000.0
7600,133475.0,203936.0
7600,77518.0,83727.0
7600,48829.0,62357.0
7600,58622.0,77726.0
7600,,28593.0
7600,49926.0,58588.0
7600,80900.0,99525.0
7600,,40341.0
7700,14776.0,32287.0
7700,32243.0,36369.0
7700,53377.0,86018.0
7700,56622.0,70136.0
7700,35100.0,45000.0
7700,,67350.0
7700,70451.0,81862.0
7700,20887.0,26958.0
7700,14589.0,33100.0
7700,76056.0,83643.0
7700,,68131.0
7700,51045.0,91068.0
7800,44000.0,57500.0
7800,,11702.0
7800,58399.0,65945.0
7800,42802.0,52422.0
7800,58364.0,66688.0
7800,64503.0,85608.0
7800,69662.0,80498.0
7800,45391.0,61743.0
7800,48200.0,59000.0
7800,55000.0,62800.0
7800,38506.0,50309.0
7800,55394.0,63567.0
7800,,30320.0
7800,109000.0,123500.0
7800,53243.0,95065.0
7900,67222.0,75189.0
7900,44682.0,57285.0
7900,44690.0,45841.0
7900,126919.0,166566.0
7900,40827.0,55757.0
7900,,31602.0
7900,,67081.0
7900,,71519.0
7900,77221.0,95316.0
7900,,35422.0
7900,42400.0,53000.0
7900,55383.0,70020.0
7900,,37125.0
7900,78532.0,122952.0
7900,,75462.0
7900,41935.0,53543.0
8000,53000.0,65960.0
8000,49232.0,61221.0
8000,45557.0,56235.0
8000,61565.0,87624.0
8000,82547.0,105361.0
8000,70546.0,81272.0
8000,177683.0,251771.0
8000,75690.0,96517.0
8000,49685.0,81020.0
8000,28000.0,41950.0
8000,47823.0,63000.0
8000,61000.0,90450.0
8000,58000.0,73750.0
8000,33000.0,38500.0
8000,33689.3,48000.0
8000,47306.0,68350.0
8000,45000.0,56100.0
8000,69341.0,86900.0
8000,70917.0,83500.0
8000,,34226.0
8000,78720.0,86800.0
8000,38758.0,46466.26
8000,79200.0,116500.0
8000,63700.0,79754.0
8000,41000.0,54000.0
8000,76600.0,96000.0
8000,65000.0,93600.0
8000,49000.0,60000.0
8000,37871.0,
8000,4500.0,
8000,63152.0,
8000,21944.0,31352.0
8000,86804.0,113000.0
8000,36000.0,115800.0
8000,32100.0,36739.0
8000,47154.0,65458.0
8000,92487.0,113947.0
8000,84282.0,121045.0
8000,57361.0,71167.0
8000,80817.0,89515.0
8000,,49000.0
8000,84730.0,123455.0
8000,58006.0,94930.0
8000,,68572.0
8100,43553.0,88242.0
8100,78508.0,200133.0
8100,48781.0,50434.0
8100,84822.0,123854.0
8100,53863.0,74705.0
8100,78977.0,91995.0
8100,81322.0,97823.0
8100,46380.0,58745.0
8100,66546.0,84943.0
8100,54841.0,71400.0
8100,66691.0,82768.0
8100,19772.0,39431.0
8100,13179.0,32981.0
8100,69047.0,82113.0
8100,26886.0,36527.0
8100,,56386.0
8100,28523.0,39816.0
8100,28187.0,32584.0
8100,50373.0,65865.0
8200,10909.0,37286.0
8200,39175.0,55848.0
8200,,50061.0
8200,101230.0,120087.0
8200,62603.0,86782.0
8200,117314.0,132770.0
8200,64006.0,80409.0
8200,,49362.0
8200,171456.0,246758.0
8200,72986.0,87621.0
8200,172497.0,249071.0
8200,51730.0,59025.0
8200,58536.0,66546.0
8200,68013.0,77008.0
8200,47700.0,60000.0
8200,76268.0,89166.0
8200,,38648.0
8200,120837.0,176244.0
8200,61821.0,64832.0
8200,66254.0,74994.0
8200,,49331.0
8200,67489.0,80145.0
8200,87979.0,94854.0
8200,80989.0,105080.0
8200,135929.0,200275.0
8200,75870.0,97922.0
8200,48515.0,59240.0
8200,79751.0,125413.0
8200,,33540.0
8200,13392.0,34254.0
8300,82000.0,111000.0
8300,57503.0,72704.0
8300,61213.0,65798.0
8300,41481.0,50448.0
8300,14601.0,66143.0
8300,51783.0,57839.0
8300,47000.0,78320.0
8300,59761.0,75081.0
8300,,47244.0
8300,,41438.0
8300,178745.0,251935.0
8300,67715.0,86945.0
8300,44783.0,63424.0
8300,45842.0,50006.0
8300,101150.0,115215.0
8300,67839.0,76502.0
8300,35343.0,51986.0
8300,54039.0,89301.0
8300,71922.0,117151.0
8300,10000.0,63775.0
8400,75912.0,95329.0
8400,39677.0,54707.0
8400,53841.0,64284.0
8400,39991.0,58511.0
8400,82597.0,83858.0
8400,82972.0,121796.0
8400,17479.0,66894.0
8400,62989.0,76718.0
8400,43589.0,49950.0
8400,62583.0,77481.0
8400,41656.0,51846.0
8400,77144.0,91532.0
8400,80490.0,93028.0
8400,60995.0,78444.0
8400,31800.0,72000.0
8400,43900.0,55000.0
8400,44800.0,56000.0
8400,30146.0,39326.0
8400,84666.0,123613.0
8400,,39106.0
8400,35240.0,54314.0
8400,57103.0,78079.0
8400,78089.0,90660.0
8400,77916.0,93589.0
8400,48032.0,95213.0
8400,57694.0,70782.0
8400,85136.0,125912.0
8400,102894.0,117799.0
8400,32000.0,49000.0
8400,37256.0,45956.0
8500,83157.0,202962.0
8500,,42980.0
8500,73752.0,87931.0
8500,41210.0,45175.0
8500,,32907.0
8500,30077.0,42770.0
8500,54000.0,62533.0
8500,55100.0,66900.0
8500,48961.0,73550.0
8500,18240.0,40200.0
8500,64665.0,72376.0
8500,50031.0,57276.0
8500,61607.0,81126.0
8500,49266.0,64461.0
8500,50569.0,60940.0
8500,,27873.0
8500,78346.0,82226.0
8500,47777.0,78979.0
8500,53459.0,62678.0
8500,77954.0,82965.0
8500,29383.0,45900.0
8500,20959.0,62956.0
8500,6424.0,32365.0
8500,58327.0,75044.0
8500,79484.0,87893.0
8500,73208.0,88588.0
8600,38646.0,54073.0
8600,,54905.0
8600,,47791.0
8600,42380.0,60733.0
8600,36933.0,42289.0
8600,21000.0,79000.0
8600,,25000.0
8600,78579.0,93697.0
8600,172418.0,251426.0
8600,58846.0,72733.0
8600,41126.0,55500.0
8600,57727.0,70828.0
8600,22960.0,80874.0
8600,75464.0,84263.0
8600,,51703.0
8600,42226.0,50386.0
8600,45960.0,57473.0
8600,76703.0,100862.0
8600,44992.0,66403.0
8600,14762.0,66271.0
8600,61468.0,72143.0
8600,66366.0,75957.0
8600,124810.0,176581.0
8700,46489.0,63573.0
8700,57254.0,86883.0
8700,54283.0,58563.0
8700,58007.0,73069.0
8700,54768.0,87268.0
8700,87415.0,201689.0
8700,53073.0,83415.0
8700,62600.0,77600.0
8700,60237.0,69891.0
8700,77377.0,97070.0
8700,30716.0,84778.0
8700,53504.0,66888.0
8700,78817.0,115527.0
8700,57141.0,70244.0
8700,79062.0,98038.0
8700,,32855.0
8700,51950.0,67475.0
8700,43759.0,50070.0
8700,93759.0,119459.0
8700,76008.0,95976.0
8700,50711.0,87898.0
8700,62400.0,81315.0
8700,77930.0,80164.0
8700,58060.0,65605.0
8700,51033.0,58513.0
8700,68186.0,82518.0
8700,52388.0,64332.0
8700,56904.0,64122.0
8700,76510.0,108130.0
8800,12750.0,
8800,108608.0,
8800,2800.0,18361.0
8800,51740.0,60852.0
8800,135899.0,202788.0
8800,67200.0,80300.0
8800,26607.0,39710.0
8800,78953.0,93018.0
8800,33395.0,51057.0
8800,32169.0,37533.0
8800,56963.0,70607.0
8800,50000.0,68000.0
8800,74562.0,89695.0
8800,101717.0,122299.0
8800,,74928.0
8800,,32221.0
8800,73765.0,93917.0
8800,55990.0,89673.0
8900,80334.0,87448.0
8900,33208.0,75000.0
8900,75441.0,116950.0
8900,111493.0,133191.0
8900,63342.0,78275.0
8900,58503.0,74706.0
8900,62733.0,77741.0
8900,58839.0,81223.0
8900,60782.0,100000.0
8900,64343.0,84013.0
8900,133847.0,157399.0
8900,147801.0,157335.0
8900,,42309.0
8900,,49147.0
8900,72581.0,90585.0
8900,77261.0,96434.0
9000,50513.0,61190.0
9000,75453.0,100646.0
9000,50170.0,64309.0
9000,81248.0,92503.0
9000,90969.0,108606.0
9000,79259.0,84322.0
9000,56162.0,75526.0
9000,51091.0,68264.0
9000,93521.0,126024.0
9000,52311.0,68994.0
9000,8221.0,38290.0
9000,56930.0,67557.0
9000,52257.0,58275.0
9000,41153.0,51841.0
9000,31170.0,50725.0
9000,84532.0,104000.0
9000,76964.0,90500.0
9000,64917.0,102270.0
9000,,63684.0
9000,47350.86,105000.0
9000,50400.0,65000.0
9000,96884.0,110108.0
9000,82700.0,121000.0
9000,29000.0,51740.0
9000,43881.0,56000.0
9000,31896.0,46195.0
9000,56226.0,67466.0
9000,32539.0,65440.0
9000,131108.0,199295.0
9000,55367.0,79819.0
9000,50866.0,73064.0
9000,12340.0,36133.0
9000,53177.0,56782.0
9100,,50391.0
9100,80719.0,86782.0
9100,50606.0,58822.0
9100,17218.0,36721.0
9100,43249.0,52946.0
9100,48797.0,67761.0
9100,,11550.0
9100,78369.0,92000.0
9100,28550.0,40300.0
9100,24721.0,34462.0
9100,62976.0,77829.0
9100,46406.0,56134.0
9100,,74450.0
9100,53764.0,56429.0
9100,78210.0,86558.0
9100,59430.0,76897.0
9100,47756.0,84022.0
9200,71994.0,95525.0
9200,92395.0,114494.0
9200,55643.0,75267.0
9200,19756.0,26140.0
9200,46707.0,60000.0
9200,64900.0,78000.0
9200,70715.0,85000.0
9200,72859.0,88183.0
9200,52531.0,66491.0
9200,57375.0,69040.0
9200,48130.0,62358.0
9200,69657.0,89082.0
9300,79724.0,105493.0
9300,73252.0,100537.0
9300,30204.0,57036.0
9300,75425.0,109040.0
9300,,57650.0
9300,63566.0,70551.0
9300,,45906.0
9300,79133.0,100033.0
9300,46466.0,57182.0
9300,59617.0,67709.0
9300,,36793.0
9300,58051.0,65334.0
9300,39307.0,51680.0
9300,84900.0,105798.0
9300,78000.0,97700.0
9300,24000.0,37125.0
9300,21138.0,30700.0
9300,44026.0,70535.0
9300,,55350.0
9300,81986.0,94513.0
9300,54088.0,66961.0
9300,38115.0,60493.0
9300,53772.0,71497.0
9300,,44108.0
9300,21979.0,39880.0
9300,106449.0,120066.0
9400,52371.0,55764.0
9400,49484.0,59137.0
9400,,50575.0
9400,57105.0,67061.0
9400,52024.0,89107.0
9400,85448.0,94101.0
9400,56508.0,78358.0
9400,81596.0,116738.0
9400,76989.0,88788.0
9400,57000.0,70000.0
9400,26700.0,40150.0
9400,,30455.0
9400,61185.0,65302.0
9400,109991.0,125146.0
9400,122412.0,178547.0
9400,61213.0,70800.0
9400,53756.0,76077.0
9400,81546.0,119128.0
9400,86539.0,95010.0
9400,71600.0,99682.0
9400,77715.0,101258.0
9400,52598.0,74747.0
9400,51505.0,84178.0
9400,92340.0,125451.0
9400,53244.0,62245.0
9400,77410.0,116693.0
9400,56675.0,66976.0
9400,103973.0,119817.0
9500,50400.0,63000.0
9500,36114.0,45654.0
9500,115186.0,131800.0
9500,41541.0,57280.0
9500,28750.0,42408.0
9500,47019.0,59413.0
9500,131394.0,162449.0
9500,55862.0,62965.0
9500,70000.0,85000.0
9500,35019.0,52710.0
9500,21900.0,35250.0
9500,59494.0,75930.0
9500,42699.0,57680.0
9500,43210.0,59692.0
9500,58185.0,64576.0
9500,54612.0,68759.0
9500,79479.0,88772.0
9500,,40000.0
9600,62405.0,69459.0
9600,45158.0,55455.0
9600,64758.0,63646.0
9600,53277.0,60843.0
9600,84333.0,201281.0
9600,70589.0,99384.0
9600,42357.0,99756.0
9600,,68324.0
9600,73000.0,99600.0
9600,53196.0,63942.0
9600,56224.0,60260.0
9600,46683.0,61773.0
9600,,56900.0
9600,24680.0,43500.0
9600,50655.0,59502.0
9600,45240.0,60136.0
9600,77359.0,101365.0
9600,44553.0,48626.0
9700,75566.0,92066.0
9700,29094.0,51990.0
9700,45907.0,57507.0
9700,53527.0,58605.0
9700,98232.0,117321.0
9700,,64644.0
9700,21883.0,67432.0
9700,84933.0,122520.0
9700,55986.0,73000.0
9700,108000.0,210000.0
9700,5801.0,58305.0
9700,59100.0,74986.0
9700,53000.0,56000.0
9700,73085.0,92000.0
9700,39141.0,48905.0
9700,44652.0,63232.0
9700,59633.0,70398.0
9700,63488.0,74374.0
9700,8852.0,60599.0
9700,32660.0,54536.0
9700,,54385.0
9700,77394.0,86917.0
9700,47000.0,82000.0
9800,54564.0,62109.0
9800,15021.0,31900.0
9800,136154.0,203815.0
9800,79405.0,111563.0
9800,58936.0,78078.0
9800,74962.0,108730.0
9800,36500.0,54000.0
9800,81199.0,206201.0
9800,49287.0,69831.0
9800,62826.0,65912.0
9800,49298.0,73426.0
9800,69919.0,100267.0
9800,32550.0,52554.0
9800,54681.0,74097.0
9800,53643.0,113161.0
9800,80267.0,209931.0
9800,78022.0,103466.0
9800,,45197.0
9800,52973.0,65481.0
9800,55330.0,78154.0
9800,54861.0,71138.0
9800,56188.0,90143.0
9800,79767.0,93525.0
9800,63891.0,72980.0
9800,47126.0,57365.0
9800,55539.0,73560.0
9900,37609.0,120186.0
9900,60488.0,75507.0
9900,35448.0,58056.0
9900,79379.0,205346.0
9900,72674.0,89909.0
9900,88236.0,104953.0
9900,73804.0,97413.0
9900,28432.0,36605.0
9900,52800.0,66000.0
9900,111000.0,134347.0
9900,21400.0,36600.0
9900,8673.0,37244.0
9900,117003.0,219783.0
9900,71371.0,84865.0
9900,55231.0,78708.0
9900,47367.0,114837.0
9900,108155.0,219936.0
9900,74009.0,108371.0
9900,82697.0,100689.0
9900,47865.0,88105.0
9900,84920.0,201713.0
9900,54961.0,70609.0
9900,26427.0,87134.0
9900,23767.0,39293.0
